,Date,snmpreportedmac,variable,value,sort_order,transmission_type,radio_type
1641,2020-03-02,A8:9F:EC:FC:27:E5,2.4_Tx_mcs9,2012,9,Tx,2.4
1642,2020-03-02,A8:9F:EC:FC:28:D9,2.4_Tx_mcs9,436,9,Tx,2.4
1643,2020-03-02,A8:9F:EC:FC:29:11,2.4_Tx_mcs9,498,9,Tx,2.4
1644,2020-03-02,A8:9F:EC:FC:29:1D,2.4_Tx_mcs9,273,9,Tx,2.4
1645,2020-03-02,A8:9F:EC:FC:29:9D,2.4_Tx_mcs9,181526,9,Tx,2.4
1646,2020-03-02,A8:9F:EC:FC:29:A5,2.4_Tx_mcs9,4345,9,Tx,2.4
1647,2020-03-02,A8:9F:EC:FC:29:F5,2.4_Tx_mcs9,1758,9,Tx,2.4
1648,2020-03-02,A8:9F:EC:FC:2A:01,2.4_Tx_mcs9,47603,9,Tx,2.4
1649,2020-03-02,A8:9F:EC:FC:30:85,2.4_Tx_mcs9,1,9,Tx,2.4
1650,2020-03-02,A8:9F:EC:FC:30:89,2.4_Tx_mcs9,1,9,Tx,2.4
1651,2020-03-02,A8:9F:EC:FC:30:95,2.4_Tx_mcs9,493,9,Tx,2.4
1652,2020-03-02,A8:9F:EC:FC:30:B5,2.4_Tx_mcs9,3457,9,Tx,2.4
1653,2020-03-02,A8:9F:EC:FC:30:C1,2.4_Tx_mcs9,498,9,Tx,2.4
1654,2020-03-02,A8:9F:EC:FC:30:D1,2.4_Tx_mcs9,375765,9,Tx,2.4
1655,2020-03-02,A8:9F:EC:FC:30:D5,2.4_Tx_mcs9,25809,9,Tx,2.4
1656,2020-03-02,A8:9F:EC:FC:30:DD,2.4_Tx_mcs9,157,9,Tx,2.4
1657,2020-03-02,A8:9F:EC:FC:30:E5,2.4_Tx_mcs9,9,9,Tx,2.4
1658,2020-03-02,A8:9F:EC:FC:32:19,2.4_Tx_mcs9,273,9,Tx,2.4
1659,2020-03-02,A8:9F:EC:FC:32:1D,2.4_Tx_mcs9,498,9,Tx,2.4
1660,2020-03-02,A8:9F:EC:FC:32:4D,2.4_Tx_mcs9,1278,9,Tx,2.4
1661,2020-03-02,F8:2D:C0:BD:D1:5D,2.4_Tx_mcs9,5486,9,Tx,2.4
1662,2020-03-02,F8:2D:C0:BF:95:29,2.4_Tx_mcs9,667,9,Tx,2.4
1663,2020-03-02,F8:2D:C0:BF:95:31,2.4_Tx_mcs9,4489,9,Tx,2.4
1664,2020-03-02,F8:2D:C0:BF:95:35,2.4_Tx_mcs9,1669,9,Tx,2.4
1665,2020-03-02,F8:2D:C0:BF:96:49,2.4_Tx_mcs9,6426,9,Tx,2.4
1666,2020-03-02,F8:2D:C0:BF:96:65,2.4_Tx_mcs9,16007,9,Tx,2.4
1667,2020-03-02,F8:2D:C0:BF:96:69,2.4_Tx_mcs9,370537,9,Tx,2.4
1668,2020-03-02,F8:2D:C0:BF:96:6D,2.4_Tx_mcs9,23222,9,Tx,2.4
1669,2020-03-02,F8:2D:C0:BF:96:75,2.4_Tx_mcs9,3093,9,Tx,2.4
1670,2020-03-01,74:EA:E8:F2:C9:25,2.4_Tx_mcs10,992374,10,Tx,2.4
1671,2020-03-01,74:EA:E8:F2:CB:AD,2.4_Tx_mcs10,1095634,10,Tx,2.4
1672,2020-03-01,74:EA:E8:F2:CD:4D,2.4_Tx_mcs10,1240039,10,Tx,2.4
1673,2020-03-01,74:EA:E8:F2:CD:5D,2.4_Tx_mcs10,1858846,10,Tx,2.4
1674,2020-03-01,74:EA:E8:F2:CD:61,2.4_Tx_mcs10,1121798,10,Tx,2.4
1675,2020-03-01,74:EA:E8:F2:CD:65,2.4_Tx_mcs10,1226255,10,Tx,2.4
1676,2020-03-01,74:EA:E8:F2:CD:6D,2.4_Tx_mcs10,1056894,10,Tx,2.4
1677,2020-03-01,74:EA:E8:F2:CD:D5,2.4_Tx_mcs10,644739,10,Tx,2.4
1678,2020-03-01,74:EA:E8:F2:CD:D9,2.4_Tx_mcs10,79189,10,Tx,2.4
1679,2020-03-01,74:EA:E8:F2:CE:4D,2.4_Tx_mcs10,1012808,10,Tx,2.4
1680,2020-03-01,74:EA:E8:F2:D2:69,2.4_Tx_mcs10,1276925,10,Tx,2.4
1681,2020-03-01,A8:9F:EC:DA:90:21,2.4_Tx_mcs10,2556624,10,Tx,2.4
1682,2020-03-01,A8:9F:EC:DA:90:41,2.4_Tx_mcs10,1076617,10,Tx,2.4
1683,2020-03-01,A8:9F:EC:DA:90:8D,2.4_Tx_mcs10,412210,10,Tx,2.4
1684,2020-03-01,A8:9F:EC:DA:90:91,2.4_Tx_mcs10,1853523,10,Tx,2.4
1685,2020-03-01,A8:9F:EC:DA:90:99,2.4_Tx_mcs10,788861,10,Tx,2.4
1686,2020-03-01,A8:9F:EC:DA:90:9D,2.4_Tx_mcs10,576439,10,Tx,2.4
1687,2020-03-01,A8:9F:EC:DA:90:A1,2.4_Tx_mcs10,923608,10,Tx,2.4
1688,2020-03-01,A8:9F:EC:DA:90:B1,2.4_Tx_mcs10,917029,10,Tx,2.4
1689,2020-03-01,A8:9F:EC:DA:91:1D,2.4_Tx_mcs10,377840,10,Tx,2.4
1690,2020-03-01,A8:9F:EC:DA:91:3D,2.4_Tx_mcs10,815437,10,Tx,2.4
1691,2020-03-01,A8:9F:EC:DA:91:49,2.4_Tx_mcs10,162456,10,Tx,2.4
1692,2020-03-01,A8:9F:EC:DA:91:4D,2.4_Tx_mcs10,83675,10,Tx,2.4
1693,2020-03-01,A8:9F:EC:DA:AD:51,2.4_Tx_mcs10,81526,10,Tx,2.4
1694,2020-03-01,A8:9F:EC:DA:AF:FD,2.4_Tx_mcs10,329656,10,Tx,2.4
1695,2020-03-01,A8:9F:EC:DA:B1:91,2.4_Tx_mcs10,2036558,10,Tx,2.4
1696,2020-03-01,A8:9F:EC:DA:B2:39,2.4_Tx_mcs10,475308,10,Tx,2.4
1697,2020-03-01,A8:9F:EC:DA:B2:49,2.4_Tx_mcs10,270871,10,Tx,2.4
1698,2020-03-01,A8:9F:EC:DA:B2:4D,2.4_Tx_mcs10,703709,10,Tx,2.4
1699,2020-03-01,A8:9F:EC:DA:B2:51,2.4_Tx_mcs10,882724,10,Tx,2.4
1700,2020-03-01,A8:9F:EC:DA:B2:65,2.4_Tx_mcs10,880558,10,Tx,2.4
1701,2020-03-01,A8:9F:EC:DA:B2:69,2.4_Tx_mcs10,867873,10,Tx,2.4
1702,2020-03-01,A8:9F:EC:DA:B2:6D,2.4_Tx_mcs10,788095,10,Tx,2.4
1703,2020-03-01,A8:9F:EC:DA:B2:71,2.4_Tx_mcs10,1444209,10,Tx,2.4
1704,2020-03-01,A8:9F:EC:DA:B2:75,2.4_Tx_mcs10,1366710,10,Tx,2.4
1705,2020-03-01,A8:9F:EC:DA:B2:E1,2.4_Tx_mcs10,1319467,10,Tx,2.4
1706,2020-03-01,A8:9F:EC:DA:B3:7D,2.4_Tx_mcs10,1144443,10,Tx,2.4
1707,2020-03-01,A8:9F:EC:DA:B3:91,2.4_Tx_mcs10,1255759,10,Tx,2.4
1708,2020-03-01,A8:9F:EC:DA:B3:F5,2.4_Tx_mcs10,953033,10,Tx,2.4
1709,2020-03-01,A8:9F:EC:DA:B3:F9,2.4_Tx_mcs10,914559,10,Tx,2.4
1710,2020-03-01,A8:9F:EC:DA:B4:01,2.4_Tx_mcs10,3552989,10,Tx,2.4
1711,2020-03-01,A8:9F:EC:DA:B5:85,2.4_Tx_mcs10,466319,10,Tx,2.4
1712,2020-03-01,A8:9F:EC:DA:B5:8D,2.4_Tx_mcs10,1347819,10,Tx,2.4
1713,2020-03-01,A8:9F:EC:DA:B5:91,2.4_Tx_mcs10,813646,10,Tx,2.4
1714,2020-03-01,A8:9F:EC:DA:B5:FD,2.4_Tx_mcs10,663995,10,Tx,2.4
1715,2020-03-01,A8:9F:EC:DA:B6:09,2.4_Tx_mcs10,409193,10,Tx,2.4
1716,2020-03-01,A8:9F:EC:DA:B6:79,2.4_Tx_mcs10,866696,10,Tx,2.4
1717,2020-03-01,A8:9F:EC:DA:B6:81,2.4_Tx_mcs10,78560,10,Tx,2.4
1718,2020-03-01,A8:9F:EC:DA:B9:89,2.4_Tx_mcs10,534307,10,Tx,2.4
1719,2020-03-01,A8:9F:EC:DA:B9:C5,2.4_Tx_mcs10,250516,10,Tx,2.4
1720,2020-03-01,A8:9F:EC:DA:B9:D1,2.4_Tx_mcs10,52440,10,Tx,2.4
1721,2020-03-01,A8:9F:EC:DA:B9:D5,2.4_Tx_mcs10,247028,10,Tx,2.4
1722,2020-03-01,A8:9F:EC:DA:B9:D9,2.4_Tx_mcs10,250965,10,Tx,2.4
1723,2020-03-01,A8:9F:EC:DA:B9:E5,2.4_Tx_mcs10,223326,10,Tx,2.4
1724,2020-03-01,A8:9F:EC:DA:B9:ED,2.4_Tx_mcs10,224096,10,Tx,2.4
1725,2020-03-01,A8:9F:EC:DA:BA:75,2.4_Tx_mcs10,417091,10,Tx,2.4
1726,2020-03-01,A8:9F:EC:DA:C4:19,2.4_Tx_mcs10,389005,10,Tx,2.4
1727,2020-03-01,A8:9F:EC:DA:C4:1D,2.4_Tx_mcs10,1140284,10,Tx,2.4
1728,2020-03-01,A8:9F:EC:DA:C4:21,2.4_Tx_mcs10,102535,10,Tx,2.4
1729,2020-03-01,A8:9F:EC:DA:C4:41,2.4_Tx_mcs10,662281,10,Tx,2.4
1730,2020-03-01,A8:9F:EC:DA:C4:51,2.4_Tx_mcs10,942984,10,Tx,2.4
1731,2020-03-01,A8:9F:EC:FB:EB:31,2.4_Tx_mcs10,920702,10,Tx,2.4
1732,2020-03-01,A8:9F:EC:FB:EB:E1,2.4_Tx_mcs10,953831,10,Tx,2.4
1733,2020-03-01,A8:9F:EC:FB:EC:2D,2.4_Tx_mcs10,625660,10,Tx,2.4
1734,2020-03-01,A8:9F:EC:FB:EC:99,2.4_Tx_mcs10,134956,10,Tx,2.4
1735,2020-03-01,A8:9F:EC:FB:EC:A1,2.4_Tx_mcs10,565525,10,Tx,2.4
1736,2020-03-01,A8:9F:EC:FB:EC:C5,2.4_Tx_mcs10,228157,10,Tx,2.4
1737,2020-03-01,A8:9F:EC:FB:ED:61,2.4_Tx_mcs10,277829,10,Tx,2.4
1738,2020-03-01,A8:9F:EC:FC:22:81,2.4_Tx_mcs10,855480,10,Tx,2.4
1739,2020-03-01,A8:9F:EC:FC:22:AD,2.4_Tx_mcs10,1177584,10,Tx,2.4
1740,2020-03-01,A8:9F:EC:FC:22:BD,2.4_Tx_mcs10,735759,10,Tx,2.4
1741,2020-03-01,A8:9F:EC:FC:26:39,2.4_Tx_mcs10,668574,10,Tx,2.4
1742,2020-03-01,A8:9F:EC:FC:26:59,2.4_Tx_mcs10,771734,10,Tx,2.4
1743,2020-03-01,A8:9F:EC:FC:26:E9,2.4_Tx_mcs10,1260063,10,Tx,2.4
1744,2020-03-01,A8:9F:EC:FC:26:ED,2.4_Tx_mcs10,1689594,10,Tx,2.4
1745,2020-03-01,A8:9F:EC:FC:26:F5,2.4_Tx_mcs10,1972191,10,Tx,2.4
1746,2020-03-01,A8:9F:EC:FC:26:F9,2.4_Tx_mcs10,819657,10,Tx,2.4
1747,2020-03-01,A8:9F:EC:FC:27:0D,2.4_Tx_mcs10,1107872,10,Tx,2.4
1748,2020-03-01,A8:9F:EC:FC:27:11,2.4_Tx_mcs10,333131,10,Tx,2.4
1749,2020-03-01,A8:9F:EC:FC:27:21,2.4_Tx_mcs10,980427,10,Tx,2.4
1750,2020-03-01,A8:9F:EC:FC:27:55,2.4_Tx_mcs10,1700652,10,Tx,2.4
1751,2020-03-01,A8:9F:EC:FC:27:E5,2.4_Tx_mcs10,1097492,10,Tx,2.4
1752,2020-03-01,A8:9F:EC:FC:28:8D,2.4_Tx_mcs10,1895959,10,Tx,2.4
1753,2020-03-01,A8:9F:EC:FC:28:D9,2.4_Tx_mcs10,2173921,10,Tx,2.4
1754,2020-03-01,A8:9F:EC:FC:29:11,2.4_Tx_mcs10,2371301,10,Tx,2.4
1755,2020-03-01,A8:9F:EC:FC:29:1D,2.4_Tx_mcs10,1134405,10,Tx,2.4
1756,2020-03-01,A8:9F:EC:FC:29:9D,2.4_Tx_mcs10,254248,10,Tx,2.4
1757,2020-03-01,A8:9F:EC:FC:29:A5,2.4_Tx_mcs10,645507,10,Tx,2.4
1758,2020-03-01,A8:9F:EC:FC:29:F5,2.4_Tx_mcs10,130862,10,Tx,2.4
1759,2020-03-01,A8:9F:EC:FC:2A:01,2.4_Tx_mcs10,564898,10,Tx,2.4
1760,2020-03-01,A8:9F:EC:FC:2F:99,2.4_Tx_mcs10,184905,10,Tx,2.4
1761,2020-03-01,A8:9F:EC:FC:30:85,2.4_Tx_mcs10,382746,10,Tx,2.4
1762,2020-03-01,A8:9F:EC:FC:30:89,2.4_Tx_mcs10,1330770,10,Tx,2.4
1763,2020-03-01,A8:9F:EC:FC:30:95,2.4_Tx_mcs10,1817731,10,Tx,2.4
1764,2020-03-01,A8:9F:EC:FC:30:A5,2.4_Tx_mcs10,533442,10,Tx,2.4
1765,2020-03-01,A8:9F:EC:FC:30:AD,2.4_Tx_mcs10,407665,10,Tx,2.4
1766,2020-03-01,A8:9F:EC:FC:30:B5,2.4_Tx_mcs10,1312708,10,Tx,2.4
1767,2020-03-01,A8:9F:EC:FC:30:C1,2.4_Tx_mcs10,925329,10,Tx,2.4
1768,2020-03-01,A8:9F:EC:FC:30:D1,2.4_Tx_mcs10,794827,10,Tx,2.4
1769,2020-03-01,A8:9F:EC:FC:30:D5,2.4_Tx_mcs10,511187,10,Tx,2.4
1770,2020-03-01,A8:9F:EC:FC:30:DD,2.4_Tx_mcs10,1028208,10,Tx,2.4
1771,2020-03-01,A8:9F:EC:FC:30:E5,2.4_Tx_mcs10,1837155,10,Tx,2.4
1772,2020-03-01,A8:9F:EC:FC:32:19,2.4_Tx_mcs10,1762753,10,Tx,2.4
1773,2020-03-01,A8:9F:EC:FC:32:1D,2.4_Tx_mcs10,511710,10,Tx,2.4
1774,2020-03-01,A8:9F:EC:FC:32:4D,2.4_Tx_mcs10,416912,10,Tx,2.4
1775,2020-03-01,F8:2D:C0:BD:D1:5D,2.4_Tx_mcs10,1161105,10,Tx,2.4
1776,2020-03-01,F8:2D:C0:BF:95:29,2.4_Tx_mcs10,1056237,10,Tx,2.4
1777,2020-03-01,F8:2D:C0:BF:95:31,2.4_Tx_mcs10,1136807,10,Tx,2.4
1778,2020-03-01,F8:2D:C0:BF:95:35,2.4_Tx_mcs10,1054847,10,Tx,2.4
1779,2020-03-01,F8:2D:C0:BF:96:49,2.4_Tx_mcs10,711266,10,Tx,2.4
1780,2020-03-01,F8:2D:C0:BF:96:61,2.4_Tx_mcs10,946510,10,Tx,2.4
1781,2020-03-01,F8:2D:C0:BF:96:65,2.4_Tx_mcs10,1021784,10,Tx,2.4
1782,2020-03-01,F8:2D:C0:BF:96:69,2.4_Tx_mcs10,127709,10,Tx,2.4
1783,2020-03-01,F8:2D:C0:BF:96:6D,2.4_Tx_mcs10,1833693,10,Tx,2.4
1784,2020-03-01,F8:2D:C0:BF:96:75,2.4_Tx_mcs10,814844,10,Tx,2.4
1785,2020-03-01,F8:2D:C0:BF:96:79,2.4_Tx_mcs10,801061,10,Tx,2.4
1786,2020-03-02,A8:9F:EC:DA:91:3D,2.4_Tx_mcs10,27240,10,Tx,2.4
1787,2020-03-02,A8:9F:EC:DA:B2:51,2.4_Tx_mcs10,0,10,Tx,2.4
1788,2020-03-02,A8:9F:EC:DA:B2:65,2.4_Tx_mcs10,165,10,Tx,2.4
1789,2020-03-02,A8:9F:EC:DA:B3:F9,2.4_Tx_mcs10,47419,10,Tx,2.4
1790,2020-03-02,A8:9F:EC:DA:B5:91,2.4_Tx_mcs10,0,10,Tx,2.4
1791,2020-03-02,A8:9F:EC:DA:B6:09,2.4_Tx_mcs10,2290,10,Tx,2.4
1792,2020-03-02,A8:9F:EC:DA:B9:89,2.4_Tx_mcs10,5714,10,Tx,2.4
1793,2020-03-02,A8:9F:EC:DA:C4:1D,2.4_Tx_mcs10,0,10,Tx,2.4
1794,2020-03-02,A8:9F:EC:FB:EC:2D,2.4_Tx_mcs10,363,10,Tx,2.4
1795,2020-03-02,A8:9F:EC:FB:EC:99,2.4_Tx_mcs10,721,10,Tx,2.4
1796,2020-03-02,A8:9F:EC:FB:EC:A1,2.4_Tx_mcs10,175,10,Tx,2.4
1797,2020-03-02,A8:9F:EC:FB:EC:C5,2.4_Tx_mcs10,165,10,Tx,2.4
1798,2020-03-02,A8:9F:EC:FC:22:81,2.4_Tx_mcs10,1163,10,Tx,2.4
1799,2020-03-02,A8:9F:EC:FC:22:BD,2.4_Tx_mcs10,206178,10,Tx,2.4
1800,2020-03-02,A8:9F:EC:FC:26:39,2.4_Tx_mcs10,370,10,Tx,2.4
1801,2020-03-02,A8:9F:EC:FC:26:59,2.4_Tx_mcs10,221,10,Tx,2.4
1802,2020-03-02,A8:9F:EC:FC:26:ED,2.4_Tx_mcs10,2815,10,Tx,2.4
1803,2020-03-02,A8:9F:EC:FC:26:F5,2.4_Tx_mcs10,124758,10,Tx,2.4
1804,2020-03-02,A8:9F:EC:FC:26:F9,2.4_Tx_mcs10,509044,10,Tx,2.4
1805,2020-03-02,A8:9F:EC:FC:27:11,2.4_Tx_mcs10,2290,10,Tx,2.4
1806,2020-03-02,A8:9F:EC:FC:27:21,2.4_Tx_mcs10,593,10,Tx,2.4
1807,2020-03-02,A8:9F:EC:FC:27:55,2.4_Tx_mcs10,84,10,Tx,2.4
1808,2020-03-02,A8:9F:EC:FC:27:E5,2.4_Tx_mcs10,2374,10,Tx,2.4
1809,2020-03-02,A8:9F:EC:FC:28:D9,2.4_Tx_mcs10,536,10,Tx,2.4
1810,2020-03-02,A8:9F:EC:FC:29:11,2.4_Tx_mcs10,367,10,Tx,2.4
1811,2020-03-02,A8:9F:EC:FC:29:1D,2.4_Tx_mcs10,165,10,Tx,2.4
1812,2020-03-02,A8:9F:EC:FC:29:9D,2.4_Tx_mcs10,207258,10,Tx,2.4
1813,2020-03-02,A8:9F:EC:FC:29:A5,2.4_Tx_mcs10,4996,10,Tx,2.4
1814,2020-03-02,A8:9F:EC:FC:29:F5,2.4_Tx_mcs10,221,10,Tx,2.4
1815,2020-03-02,A8:9F:EC:FC:2A:01,2.4_Tx_mcs10,83901,10,Tx,2.4
1816,2020-03-02,A8:9F:EC:FC:30:85,2.4_Tx_mcs10,0,10,Tx,2.4
1817,2020-03-02,A8:9F:EC:FC:30:89,2.4_Tx_mcs10,2,10,Tx,2.4
1818,2020-03-02,A8:9F:EC:FC:30:95,2.4_Tx_mcs10,363,10,Tx,2.4
1819,2020-03-02,A8:9F:EC:FC:30:B5,2.4_Tx_mcs10,3687,10,Tx,2.4
1820,2020-03-02,A8:9F:EC:FC:30:C1,2.4_Tx_mcs10,367,10,Tx,2.4
1821,2020-03-02,A8:9F:EC:FC:30:D1,2.4_Tx_mcs10,514789,10,Tx,2.4
1822,2020-03-02,A8:9F:EC:FC:30:D5,2.4_Tx_mcs10,25331,10,Tx,2.4
1823,2020-03-02,A8:9F:EC:FC:30:DD,2.4_Tx_mcs10,259,10,Tx,2.4
1824,2020-03-02,A8:9F:EC:FC:30:E5,2.4_Tx_mcs10,18,10,Tx,2.4
1825,2020-03-02,A8:9F:EC:FC:32:19,2.4_Tx_mcs10,165,10,Tx,2.4
1826,2020-03-02,A8:9F:EC:FC:32:1D,2.4_Tx_mcs10,367,10,Tx,2.4
1827,2020-03-02,A8:9F:EC:FC:32:4D,2.4_Tx_mcs10,1697,10,Tx,2.4
1828,2020-03-02,F8:2D:C0:BD:D1:5D,2.4_Tx_mcs10,7291,10,Tx,2.4
1829,2020-03-02,F8:2D:C0:BF:95:29,2.4_Tx_mcs10,1080,10,Tx,2.4
1830,2020-03-02,F8:2D:C0:BF:95:31,2.4_Tx_mcs10,5881,10,Tx,2.4
1831,2020-03-02,F8:2D:C0:BF:95:35,2.4_Tx_mcs10,2815,10,Tx,2.4
1832,2020-03-02,F8:2D:C0:BF:96:49,2.4_Tx_mcs10,5550,10,Tx,2.4
1833,2020-03-02,F8:2D:C0:BF:96:65,2.4_Tx_mcs10,27240,10,Tx,2.4
1834,2020-03-02,F8:2D:C0:BF:96:69,2.4_Tx_mcs10,509042,10,Tx,2.4
1835,2020-03-02,F8:2D:C0:BF:96:6D,2.4_Tx_mcs10,20905,10,Tx,2.4
1836,2020-03-02,F8:2D:C0:BF:96:75,2.4_Tx_mcs10,4431,10,Tx,2.4
1837,2020-03-01,74:EA:E8:F2:C9:25,2.4_Tx_mcs11,4364030,11,Tx,2.4
1838,2020-03-01,74:EA:E8:F2:CB:AD,2.4_Tx_mcs11,2078819,11,Tx,2.4
1839,2020-03-01,74:EA:E8:F2:CD:4D,2.4_Tx_mcs11,2403057,11,Tx,2.4
1840,2020-03-01,74:EA:E8:F2:CD:5D,2.4_Tx_mcs11,1891021,11,Tx,2.4
1841,2020-03-01,74:EA:E8:F2:CD:61,2.4_Tx_mcs11,2570637,11,Tx,2.4
1842,2020-03-01,74:EA:E8:F2:CD:65,2.4_Tx_mcs11,2494327,11,Tx,2.4
1843,2020-03-01,74:EA:E8:F2:CD:6D,2.4_Tx_mcs11,2151827,11,Tx,2.4
1844,2020-03-01,74:EA:E8:F2:CD:D5,2.4_Tx_mcs11,2016389,11,Tx,2.4
1845,2020-03-01,74:EA:E8:F2:CD:D9,2.4_Tx_mcs11,2075101,11,Tx,2.4
1846,2020-03-01,74:EA:E8:F2:CE:4D,2.4_Tx_mcs11,2614312,11,Tx,2.4
1847,2020-03-01,74:EA:E8:F2:D2:69,2.4_Tx_mcs11,3643547,11,Tx,2.4
1848,2020-03-01,A8:9F:EC:DA:90:21,2.4_Tx_mcs11,4916911,11,Tx,2.4
1849,2020-03-01,A8:9F:EC:DA:90:41,2.4_Tx_mcs11,2253281,11,Tx,2.4
1850,2020-03-01,A8:9F:EC:DA:90:8D,2.4_Tx_mcs11,1988062,11,Tx,2.4
1851,2020-03-01,A8:9F:EC:DA:90:91,2.4_Tx_mcs11,3283124,11,Tx,2.4
1852,2020-03-01,A8:9F:EC:DA:90:99,2.4_Tx_mcs11,1885050,11,Tx,2.4
1853,2020-03-01,A8:9F:EC:DA:90:9D,2.4_Tx_mcs11,1573867,11,Tx,2.4
1854,2020-03-01,A8:9F:EC:DA:90:A1,2.4_Tx_mcs11,2740858,11,Tx,2.4
1855,2020-03-01,A8:9F:EC:DA:90:B1,2.4_Tx_mcs11,2571590,11,Tx,2.4
1856,2020-03-01,A8:9F:EC:DA:91:1D,2.4_Tx_mcs11,2559125,11,Tx,2.4
1857,2020-03-01,A8:9F:EC:DA:91:3D,2.4_Tx_mcs11,2186999,11,Tx,2.4
1858,2020-03-01,A8:9F:EC:DA:91:49,2.4_Tx_mcs11,530616,11,Tx,2.4
1859,2020-03-01,A8:9F:EC:DA:91:4D,2.4_Tx_mcs11,859875,11,Tx,2.4
1860,2020-03-01,A8:9F:EC:DA:AD:51,2.4_Tx_mcs11,1372118,11,Tx,2.4
1861,2020-03-01,A8:9F:EC:DA:AF:FD,2.4_Tx_mcs11,2509481,11,Tx,2.4
1862,2020-03-01,A8:9F:EC:DA:B1:91,2.4_Tx_mcs11,3362513,11,Tx,2.4
1863,2020-03-01,A8:9F:EC:DA:B2:39,2.4_Tx_mcs11,2045146,11,Tx,2.4
1864,2020-03-01,A8:9F:EC:DA:B2:49,2.4_Tx_mcs11,2651698,11,Tx,2.4
1865,2020-03-01,A8:9F:EC:DA:B2:4D,2.4_Tx_mcs11,3198624,11,Tx,2.4
1866,2020-03-01,A8:9F:EC:DA:B2:51,2.4_Tx_mcs11,3592265,11,Tx,2.4
1867,2020-03-01,A8:9F:EC:DA:B2:65,2.4_Tx_mcs11,2429133,11,Tx,2.4
1868,2020-03-01,A8:9F:EC:DA:B2:69,2.4_Tx_mcs11,3070551,11,Tx,2.4
1869,2020-03-01,A8:9F:EC:DA:B2:6D,2.4_Tx_mcs11,3296868,11,Tx,2.4
1870,2020-03-01,A8:9F:EC:DA:B2:71,2.4_Tx_mcs11,2317845,11,Tx,2.4
1871,2020-03-01,A8:9F:EC:DA:B2:75,2.4_Tx_mcs11,3125153,11,Tx,2.4
1872,2020-03-01,A8:9F:EC:DA:B2:E1,2.4_Tx_mcs11,3445048,11,Tx,2.4
1873,2020-03-01,A8:9F:EC:DA:B3:7D,2.4_Tx_mcs11,4510153,11,Tx,2.4
1874,2020-03-01,A8:9F:EC:DA:B3:91,2.4_Tx_mcs11,2235193,11,Tx,2.4
1875,2020-03-01,A8:9F:EC:DA:B3:F5,2.4_Tx_mcs11,2049751,11,Tx,2.4
1876,2020-03-01,A8:9F:EC:DA:B3:F9,2.4_Tx_mcs11,1656574,11,Tx,2.4
1877,2020-03-01,A8:9F:EC:DA:B4:01,2.4_Tx_mcs11,3680607,11,Tx,2.4
1878,2020-03-01,A8:9F:EC:DA:B5:85,2.4_Tx_mcs11,1806617,11,Tx,2.4
1879,2020-03-01,A8:9F:EC:DA:B5:8D,2.4_Tx_mcs11,2000541,11,Tx,2.4
1880,2020-03-01,A8:9F:EC:DA:B5:91,2.4_Tx_mcs11,1913417,11,Tx,2.4
1881,2020-03-01,A8:9F:EC:DA:B5:FD,2.4_Tx_mcs11,1873618,11,Tx,2.4
1882,2020-03-01,A8:9F:EC:DA:B6:09,2.4_Tx_mcs11,1328941,11,Tx,2.4
1883,2020-03-01,A8:9F:EC:DA:B6:79,2.4_Tx_mcs11,1601266,11,Tx,2.4
1884,2020-03-01,A8:9F:EC:DA:B6:81,2.4_Tx_mcs11,2428477,11,Tx,2.4
1885,2020-03-01,A8:9F:EC:DA:B9:89,2.4_Tx_mcs11,1424658,11,Tx,2.4
1886,2020-03-01,A8:9F:EC:DA:B9:C5,2.4_Tx_mcs11,1693285,11,Tx,2.4
1887,2020-03-01,A8:9F:EC:DA:B9:D1,2.4_Tx_mcs11,802360,11,Tx,2.4
1888,2020-03-01,A8:9F:EC:DA:B9:D5,2.4_Tx_mcs11,758840,11,Tx,2.4
1889,2020-03-01,A8:9F:EC:DA:B9:D9,2.4_Tx_mcs11,1041810,11,Tx,2.4
1890,2020-03-01,A8:9F:EC:DA:B9:E5,2.4_Tx_mcs11,616707,11,Tx,2.4
1891,2020-03-01,A8:9F:EC:DA:B9:ED,2.4_Tx_mcs11,1473200,11,Tx,2.4
1892,2020-03-01,A8:9F:EC:DA:BA:75,2.4_Tx_mcs11,1224781,11,Tx,2.4
1893,2020-03-01,A8:9F:EC:DA:C4:19,2.4_Tx_mcs11,1399940,11,Tx,2.4
1894,2020-03-01,A8:9F:EC:DA:C4:1D,2.4_Tx_mcs11,1544055,11,Tx,2.4
1895,2020-03-01,A8:9F:EC:DA:C4:21,2.4_Tx_mcs11,986767,11,Tx,2.4
1896,2020-03-01,A8:9F:EC:DA:C4:41,2.4_Tx_mcs11,1624785,11,Tx,2.4
1897,2020-03-01,A8:9F:EC:DA:C4:51,2.4_Tx_mcs11,2288628,11,Tx,2.4
1898,2020-03-01,A8:9F:EC:FB:EB:31,2.4_Tx_mcs11,1561984,11,Tx,2.4
1899,2020-03-01,A8:9F:EC:FB:EB:E1,2.4_Tx_mcs11,1742084,11,Tx,2.4
1900,2020-03-01,A8:9F:EC:FB:EC:2D,2.4_Tx_mcs11,1045137,11,Tx,2.4
1901,2020-03-01,A8:9F:EC:FB:EC:99,2.4_Tx_mcs11,1036074,11,Tx,2.4
1902,2020-03-01,A8:9F:EC:FB:EC:A1,2.4_Tx_mcs11,932911,11,Tx,2.4
