"Timestamp","Current_IP","Current_MAC","Current_Location","2.4_Tx_mcs0","2.4_Tx_mcs1","2.4_Tx_mcs2","2.4_Tx_mcs3","2.4_Tx_mcs4","2.4_Tx_mcs5","2.4_Tx_mcs6","2.4_Tx_mcs7","2.4_Tx_mcs8","2.4_Tx_mcs9","2.4_Tx_mcs10","2.4_Tx_mcs11","2.4_Tx_mcs12","2.4_Tx_mcs13","2.4_Tx_mcs14","2.4_Tx_mcs15","2.4_Tx_mcs16","2.4_Tx_mcs17","2.4_Tx_mcs18","2.4_Tx_mcs19","2.4_Tx_mcs20","2.4_Tx_mcs21","2.4_Tx_mcs22","2.4_Tx_mcs23","5_Tx_mcs0","5_Tx_mcs1","5_Tx_mcs2","5_Tx_mcs3","5_Tx_mcs4","5_Tx_mcs5","5_Tx_mcs6","5_Tx_mcs7","5_Tx_mcs8","5_Tx_mcs9","2.4_Rx_mcs0","2.4_Rx_mcs1","2.4_Rx_mcs2","2.4_Rx_mcs3","2.4_Rx_mcs4","2.4_Rx_mcs5","2.4_Rx_mcs6","2.4_Rx_mcs7","2.4_Rx_mcs8","2.4_Rx_mcs9","2.4_Rx_mcs10","2.4_Rx_mcs11","2.4_Rx_mcs12","2.4_Rx_mcs13","2.4_Rx_mcs14","2.4_Rx_mcs15","2.4_Rx_mcs16","2.4_Rx_mcs17","2.4_Rx_mcs18","2.4_Rx_mcs19","2.4_Rx_mcs20","2.4_Rx_mcs21","2.4_Rx_mcs22","2.4_Rx_mcs23","5_Rx_mcs0","5_Rx_mcs1","5_Rx_mcs2","5_Rx_mcs3","5_Rx_mcs4","5_Rx_mcs5","5_Rx_mcs6","5_Rx_mcs7","5_Rx_mcs8","5_Rx_mcs9"
2020-03-01 06:39:31,2001:0558:4042:0072:AA9F:ECFF:FEDA:B2E1,A8:9F:EC:DA:B2:E1,Chestnut_Hill,4098,1166080,1645257,790182,944858,1089999,425473,236099,0,368755,505589,376641,840470,1402653,301687,497456,0,0,0,0,46027,986,35,,19293129,4227989,5046475,2881170,4580807,5176429,2604123,2834527,1133,,2106510,1754653,3017869,2812289,2991384,1124014,540071,406720,687558,1054473,1181866,994616,815042,171201,88973,97940,97019,113803,143216,89728,68340,4322,376,,2651537,4689523,3454537,2858510,2026024,1222967,833946,446526,141545,
2020-03-01 06:39:49,2001:0558:4042:0093:FA2D:C0FF:FEBF:9529,F8:2D:C0:BF:95:29,New_Hope,0,453911,230246,119586,146298,48024,34266,141991,0,54071,124758,150482,233162,515319,516909,1917514,0,0,0,0,654,166,35,28,2050663,502813,648269,363914,4086272,1423793,1455928,1731290,721014,,648409,556943,462888,7031950,425896,199229,176597,275580,158483,213879,357941,475542,778305,307345,290227,430366,2763,3335,2179,405,409,108,35,0,328059,298060,342368,864517,4349677,622859,746500,398723,65064,112
2020-03-01 06:40:05,2001:0558:4042:000C:AA9F:ECFF:FEDA:B37D,A8:9F:EC:DA:B3:7D,South_St_Zone_2,11,208980,298376,210740,232131,239763,124764,252668,0,692,935,44617,88121,84988,47828,105123,0,0,0,0,870,454,266,133,18747713,6965458,7864982,4564490,5261287,7464196,6522319,7884715,2091,,512471,373619,574449,621485,595720,261033,149332,109262,84705,112678,113493,119337,91791,19790,5374,2733,576,873,763,194,62,1,1,2,4944113,7134314,5646860,4106139,2329299,1101539,740869,492145,111312,
2020-03-01 06:40:12,2001:0558:4042:0060:AA9F:ECFF:FEDA:9091,A8:9F:EC:DA:90:91,Northern_Liberties,0,86004,136214,67885,69688,58119,28320,48156,0,22236,20179,23882,45611,69255,36013,74269,0,0,0,0,4623,2017,772,436,4746770,2459973,2859852,1950102,4524695,3057372,1518608,893114,570242,,239559,155320,166487,388212,122802,43391,18216,21689,76926,79258,72067,77235,63441,20977,12189,10943,7185,3827,2916,1247,285,16,24,14,2871734,2219906,1433153,631793,498687,273156,175825,127034,35582,27
2020-03-01 06:40:24,2001:0558:4042:004A:AA9F:ECFF:FEDA:C451,A8:9F:EC:DA:C4:51,Fishtown,0,65858,92075,32363,24968,18418,8548,15546,0,3822,4801,10272,17855,24650,11828,23564,0,0,0,0,1893,1050,811,388,949554,436136,1241512,1133063,825027,821954,800221,652112,272905,1550,105381,74001,71303,1349631,50106,22948,11912,13656,28409,34323,38914,40831,31425,9475,3611,2254,655,647,228,176,8,0,0,0,306296,547423,544479,950869,1168775,272178,198007,113541,33650,2522
2020-03-01 06:40:39,2001:0558:4042:0039:AA9F:ECFF:FEDA:B391,A8:9F:EC:DA:B3:91,South_St_Zone_2,0,28288,42428,22539,23704,20129,11386,28205,0,17,80,5890,7657,9572,5380,12467,0,0,0,0,497,288,148,23,4270563,1152425,1105817,701651,769650,911273,430709,287312,170359,37,79872,52761,69609,1095276,35225,11992,4697,3677,14676,17087,11428,12554,5290,754,339,335,1125,1155,920,325,47,0,0,0,787657,955001,440498,223919,171043,91760,56256,59307,23688,15236
2020-03-01 06:41:08,2001:0558:4042:000C:AA9F:ECFF:FEFC:2911,A8:9F:EC:FC:29:11,South_St_Zone_2,0,61789,60875,27803,30639,12028,5860,14784,0,0,0,11290,18062,30076,11481,12351,0,0,0,0,169,49,62,78,4144635,1812542,2005688,1182907,1648343,1727445,1252291,804834,540443,,126780,76244,87148,60000,37920,7416,1936,1010,20106,17542,11247,8795,2810,81,39,49,358,398,338,293,21,0,0,0,1282971,1668379,701378,669220,649700,300942,221721,148817,43750,409
2020-03-01 06:41:20,2001:0558:4042:0080:AA9F:ECFF:FEDA:909D,A8:9F:EC:DA:90:9D,Northern_Liberties,0,848,1766,1266,2640,119,56,118,0,0,0,1131,1078,945,485,1464,0,0,0,0,0,0,0,0,100494,35744,34133,16851,21306,27686,18837,18128,8477,1695,1617,1791,2882,10120,4078,1437,605,443,576,924,654,564,270,8,3,7,0,0,0,0,0,0,0,0,17336,24545,17238,8751,8091,4673,3356,1760,740,958
2020-03-01 06:41:42,2001:0558:4042:0093:FA2D:C0FF:FEBF:9535,F8:2D:C0:BF:95:35,New_Hope,0,20096,32718,14585,12503,10982,6511,20959,0,298,366,3175,6515,8820,4748,9179,0,0,0,0,164,180,122,28,1406911,440057,460799,245755,302063,373802,190955,116245,64225,1834,50517,25214,42861,3733927,26263,10819,5281,8437,10698,12801,11391,12835,11761,4304,2237,2693,895,276,158,94,285,7,0,0,236360,354760,227528,98170,78951,47676,27918,19844,10229,10252
2020-03-01 06:41:55,2001:0558:4042:0080:AA9F:ECFF:FEDA:90A1,A8:9F:EC:DA:90:A1,Northern_Liberties,0,22257,28579,16333,19027,19277,8632,15464,0,26,84,2980,6162,11093,7035,10527,0,0,0,0,44,45,8,0,13141218,1586215,1671418,1201611,1576246,1911196,1059053,743264,41329,,52813,31410,52925,1089435,45615,11801,6744,5285,15692,18991,19708,16908,9557,1792,283,168,236,296,83,1,0,0,0,0,1081648,1703982,1074976,481033,393999,221520,138143,97562,26749,26
2020-03-01 06:42:01,2001:0558:4042:0080:AA9F:ECFF:FEFB:EBE1,A8:9F:EC:FB:EB:E1,Northern_Liberties,0,26281,41700,33057,68603,13359,7964,14741,0,273,165,54574,43283,33513,14883,26229,0,0,0,0,93,100,48,47,1396244,357369,357288,246846,336615,395933,259504,177936,104547,5475,111483,54340,79307,1961937,57003,24920,17656,21676,36821,45683,48296,39377,32225,9496,8458,7849,222,114,105,108,69,4,1,1,236035,269006,148690,174411,202265,99037,86308,50408,14688,13581
2020-03-01 06:42:32,2001:0558:4042:0039:AA9F:ECFF:FEFC:299D,A8:9F:EC:FC:29:9D,South_St_Zone_1,0,17607,29934,23293,28582,19007,7491,17771,0,1986,2288,11018,21717,40668,25618,60438,0,0,0,0,213,120,131,69,444532,152640,267948,669222,2091686,2156823,2338729,1382840,816811,3,61392,52440,85598,516179,114130,29094,15256,17579,26034,50426,46240,39991,37224,11980,5628,4277,567,484,385,122,109,8,3,4,173565,292077,290903,356580,562166,325567,141549,43152,11417,6514
2020-03-01 06:43:07,2001:0558:4042:0046:AA9F:ECFF:FEDA:B585,A8:9F:EC:DA:B5:85,Italian_Market,0,74808,121468,53525,47224,29831,17221,98169,0,436,536,15497,28123,44358,25705,56740,0,0,0,0,1793,2074,1154,342,8949738,1655939,1648140,955777,1088089,1267487,669261,464646,310593,,220360,123186,155096,190742,127852,61033,39713,38322,52765,53901,48037,39709,26598,4725,2429,1785,1818,1764,1834,666,146,0,1,0,1091185,1352261,714021,396968,345087,211788,126004,91580,26970,164
2020-03-01 06:43:35,2001:0558:4042:0093:FA2D:C0FF:FEBF:9661,F8:2D:C0:BF:96:61,New_Hope,0,8380,9637,3649,3176,736,352,777,0,0,0,1600,2328,3261,1202,945,0,0,0,0,0,0,0,0,530692,183703,207395,78479,71610,78543,35112,15424,10294,3292,16697,11012,14360,8970,9806,1305,382,163,1119,605,145,38,5,0,0,0,0,0,0,0,0,0,0,0,116562,176769,42710,16366,8152,3289,1793,1803,816,1086
2020-03-01 06:43:50,2001:0558:4042:0046:AA9F:ECFF:FEFC:29F5,A8:9F:EC:FC:29:F5,Italian_Market,0,125269,238077,273222,551552,52692,29421,42584,0,498,367,29841,51026,39892,20268,31194,0,0,0,0,751,1021,481,189,18232569,4556915,4242015,2318036,2083248,2169579,780870,482443,96890,,497486,109813,142103,2337357,143502,49391,20672,19273,706982,654527,341873,125841,39478,9828,7535,5441,1091,1086,1820,1422,797,12,2,0,2525922,3667913,1659877,433291,281169,124104,72690,65758,17128,12
2020-03-01 06:44:14,2001:0558:4042:0046:AA9F:ECFF:FEDA:B591,A8:9F:EC:DA:B5:91,Italian_Market,1,165999,171698,72114,62819,39531,19822,23661,0,47403,83566,47770,62359,96388,26994,49506,0,0,0,0,29161,15773,3595,1038,2022847,582144,683931,484332,707839,907377,520555,379732,218854,6164,470564,182699,227622,181851,168677,69443,31847,17996,76876,69169,63135,57505,46736,13033,5010,1742,14955,12046,7094,672,42,4,1,0,520271,703917,479439,302097,264135,147609,86911,60056,14603,10343
2020-03-01 06:44:31,2001:0558:4042:003E:FA2D:C0FF:FEBF:9665,F8:2D:C0:BF:96:65,Peddlers_Village,1,303534,459128,287892,337295,281937,194356,606002,0,1278,1697,125271,221098,317852,204591,453637,0,0,0,0,3061,2009,1289,1009,15397257,2995942,3614999,2142224,2671864,3047419,1795490,1433863,8247,,931817,764132,1111071,1044006,1024294,369065,234860,332245,307320,353623,368690,342588,307249,66102,33659,19781,7904,5713,3863,1984,629,62,19,,2231961,3461145,2321056,1369573,1087898,651455,413389,217439,61926,
2020-03-01 06:45:28,2001:0558:4042:0093:FA2D:C0FF:FEBF:9669,F8:2D:C0:BF:96:69,New_Hope,1,162383,280155,244718,659909,140737,55227,94752,0,1572,1679,435586,426139,274839,100021,130283,0,0,0,0,957,604,190,108,11828561,3235556,4274089,2159327,2598977,2975281,1809834,1413900,9095,,415423,305322,497273,497052,484526,220884,111757,67787,128634,148811,177438,126174,126601,19441,2759,782,2749,2859,1319,164,149,0,0,0,2267893,3410626,2197121,922013,715366,412345,250648,144838,45597,34
2020-03-01 06:45:47,2001:0558:4042:006C:76EA:E8FF:FEF2:CBAD,74:EA:E8:F2:CB:AD,Northern_Liberties,0,836,733,512,671,201,122,429,0,0,0,584,884,1716,1894,3495,0,0,0,0,0,0,0,0,148315,31985,37034,17932,26526,33539,24092,27912,28828,14514,2091,2089,4734,16499,7122,4530,2056,588,698,1072,539,504,294,6,0,0,0,0,0,0,0,0,0,0,35486,40658,18864,12749,13940,10397,9421,5268,1357,1098
2020-03-01 06:46:02,2001:0558:4042:0083:AA9F:ECFF:FEDA:B679,A8:9F:EC:DA:B6:79,South_St_Zone_2,0,98986,161033,89750,67112,27856,11958,30288,0,662,1076,22239,30446,47161,24617,36701,0,0,0,0,163,152,44,30,1482284,459873,575226,410876,711653,822166,382639,271955,301272,6522,263904,154829,166132,150543,91985,30379,17007,18321,35055,27700,24122,20233,11931,2454,1430,1043,1055,535,1706,417,99,2,8,5,372680,674135,472474,287558,250758,141482,102036,60402,20195,8958
2020-03-01 06:46:24,2001:0558:4042:0093:FA2D:C0FF:FEBF:966D,F8:2D:C0:BF:96:6D,New_Hope,16,20550,39224,27426,32528,15686,3522,3793,0,459,668,16308,23492,44743,26051,24028,0,0,0,0,574,357,186,142,560467,107676,123777,89715,161790,231783,185447,166236,89421,46375,52925,37546,53220,4524086,61821,33968,30134,35768,14618,19410,33019,36767,39152,17143,9854,5429,1361,1161,902,888,203,9,0,1,106213,107368,78380,100425,188015,100121,91496,47140,13156,7996
2020-03-01 06:46:42,2001:0558:4042:000C:AA9F:ECFF:FEDA:B681,A8:9F:EC:DA:B6:81,South_St_Zone_2,0,54373,60525,30849,28809,21575,9941,18459,0,9,18,5846,13675,23234,13538,27868,0,0,0,0,2,2,1,4,1110471,413938,676785,481428,582575,868340,665271,725713,315100,7797,95523,69105,83607,252106,49001,14211,8781,16138,22268,25964,42792,45498,50887,21973,11677,6846,14,21,1,4,0,0,0,0,495628,785083,764189,379462,362259,220504,146891,77530,21420,19629
2020-03-01 06:46:53,2001:0558:4042:0046:AA9F:ECFF:FEFC:22AD,A8:9F:EC:FC:22:AD,Italian_Market,5,212298,331544,217538,212278,143273,73828,191775,0,493,363,69745,183540,260740,163471,288578,0,0,0,0,1541,1425,560,151,4384170,1162644,1305617,1052538,1394595,1757825,789608,660014,490197,,307393,235884,363038,392928,493574,204522,193647,279660,125973,236426,321411,355354,528882,100416,92571,467092,2321,2746,1889,986,843,109,17,17,992745,1026257,824726,607698,683623,362758,271420,177472,37820,2402
2020-03-01 06:47:14,2001:0558:4042:0046:AA9F:ECFF:FEFC:30A5,A8:9F:EC:FC:30:A5,South_St_Zone_1,0,51102,78394,51141,59443,51043,33860,17468,0,131,175,6470,63667,102563,54435,43192,0,0,0,0,41,60,23,21,537859,201451,234657,201959,389346,521546,451044,399877,284756,148406,97017,147413,54324,2024304,37905,15192,12139,10257,21930,23707,24905,24843,19465,5450,3410,4363,381,209,45,13,4,1,1,0,202089,288543,203778,273277,377930,221998,192876,98225,27586,18462
2020-03-01 06:47:48,2001:0558:4042:0046:AA9F:ECFF:FEFC:30AD,A8:9F:EC:FC:30:AD,South_St_Zone_1,0,399491,551854,368811,759595,179855,99691,244746,0,3823,5714,411499,245364,411227,232398,325526,0,0,0,0,4365,950,704,2460,2867757,1061359,1268232,857843,1320870,1267206,877437,733768,490929,2,540035,402133,619337,841957,707893,315632,228382,299819,143341,221394,326162,436631,651136,249866,165579,180497,2372,2912,2278,1942,1794,1057,894,889,689230,1127789,577511,725099,964289,403223,394691,300595,67785,6294
2020-03-01 06:48:12,2001:0558:4042:000C:AA9F:ECFF:FEDA:B239,A8:9F:EC:DA:B2:39,Italian_Market,0,4338388,9441543,3258056,2010950,1552670,231792,38670,0,674,777,30309,220259,84126,42925,78057,0,0,0,0,463,264,204,,10861878,4402422,4069526,1440670,1870821,2717824,1807104,1782496,7987,,2510514,3478220,1037714,290286,251773,97802,54008,47855,200393,296677,146627,83935,57613,13623,7264,8872,1060,826,485,428,191,88,24,,2241501,2632850,1383160,809431,1546339,640425,437248,313820,64784,5
2020-03-01 06:48:28,2001:0558:4042:0060:76EA:E8FF:FEF2:CD61,74:EA:E8:F2:CD:61,Northern_Liberties,0,205832,368094,219188,269531,193680,104799,290352,0,180859,206178,187692,279691,321209,246244,608769,0,0,0,0,2857,600,396,185,2065786,872359,1114263,873580,915323,967480,676848,435679,327985,1936,447208,343051,520148,7404065,749366,346130,262007,528749,143396,216186,348230,401933,522470,183381,105728,115558,20790,15123,8456,1503,440,63,75,15,567836,852998,499098,541644,593158,240866,230173,151240,60874,96786
2020-03-01 06:49:02,2001:0558:4042:000C:AA9F:ECFF:FEFC:30C1,A8:9F:EC:FC:30:C1,South_St_Zone_2,0,83617,138746,69127,75021,83061,49325,113901,0,348,424,15396,38157,68154,76033,118292,0,0,0,0,500,514,314,169,3082099,1027897,1165777,768855,934009,1145565,706407,382045,208068,5,230332,189269,268671,211725,200203,57381,38635,38649,49943,55619,66031,48979,42053,6996,3465,1425,1390,570,939,612,366,124,0,0,550356,1237273,900857,331781,275669,159215,95434,46182,12713,1233
2020-03-01 06:49:23,2001:0558:4042:0083:AA9F:ECFF:FEDA:B24D,A8:9F:EC:DA:B2:4D,South_St_Zone_2,0,45064,68441,43484,50138,33529,24569,55216,0,1758,221,24005,57279,78479,47121,76783,0,0,0,0,2818,1728,1392,409,1351464,362747,388925,241212,277192,312198,213404,202064,155264,10212,158453,114670,159127,1198994,123870,41925,23065,25094,42042,48737,58669,62978,60092,22084,15957,11975,730,791,522,120,62,1,0,4,241835,327428,176043,198352,230117,112061,119104,88422,25258,50510
2020-03-01 06:49:52,2001:0558:4042:0046:AA9F:ECFF:FEFC:26ED,A8:9F:EC:FC:26:ED,South_St_Zone_1,0,122956,172583,92756,91505,80839,36343,63792,0,155,129,17665,41407,74584,49973,100663,0,0,0,0,196,84,123,467,1843118,499748,570066,501930,887137,1285224,974592,1072968,731312,111,265835,216436,225475,321012,164872,65965,35461,40440,122924,147378,106479,89943,71726,17960,11216,9727,165,363,352,556,518,106,26,24,484641,728750,653302,656941,691523,442720,281791,152285,30932,22628
2020-03-01 06:50:07,2001:0558:4042:0083:AA9F:ECFF:FEDA:B251,A8:9F:EC:DA:B2:51,South_St_Zone_2,0,53317,68978,45707,85180,14990,11305,37035,0,1115,1163,65890,35685,44389,20343,24797,0,0,0,0,4463,3070,2897,192,327506,98503,128560,115757,174834,207501,178940,125956,91122,18584,109121,87670,133336,1861268,133464,32673,17738,17586,17907,23409,27029,21696,23620,5241,2485,3802,2296,2523,2365,1109,333,34,0,0,76009,144213,114931,148961,183868,54057,35409,23899,3052,2522
2020-03-01 06:50:27,2001:0558:4042:0046:AA9F:ECFF:FEFC:26F5,A8:9F:EC:FC:26:F5,Italian_Market,16,12602,18132,12656,14618,13535,7970,16421,0,94,160,3961,11289,22621,17310,62464,0,0,0,0,40,21,11,6,548545,154508,201269,132631,226449,307472,217040,201803,117071,42862,36292,28942,46554,1197853,53577,18111,12284,12114,15262,24938,35597,37976,62063,22316,9977,5251,422,297,9,1,6,0,5,3,135372,223480,181588,156310,147310,97609,66736,32576,8426,6041
2020-03-01 06:50:44,2001:0558:4042:0060:76EA:E8FF:FEF2:CDD5,74:EA:E8:F2:CD:D5,Fishtown,0,20185,29865,27230,42325,30046,21629,48588,0,1622,2658,25423,70513,71622,44496,114978,0,0,0,0,1254,331,597,2038,511829,151918,343485,103719,116715,144150,83940,60269,54264,60867,45727,41039,67494,1179035,124907,46034,33699,94358,30130,45454,70088,83643,147496,44094,37916,42526,4536,2048,1010,1362,3584,1162,263,65,154369,631150,52923,78035,103117,43947,55174,50135,14789,11326
2020-03-01 06:51:09,2001:0558:4042:000C:AA9F:ECFF:FEFC:26F9,A8:9F:EC:FC:26:F9,South_St_Zone_2,0,245111,360471,116499,115262,81369,43729,84411,0,159188,201028,136031,181912,106710,43617,81376,0,0,0,0,2078,119,85,38,1463726,294469,246719,170394,182318,177415,42913,26389,14828,297,580481,347959,426313,6947370,317869,111471,53312,67841,168896,150612,133552,107302,58059,12781,9835,8937,62060,39097,13966,691,187,191,38,4,135836,134094,57403,37596,30823,23449,13915,6346,1674,1116
2020-03-01 06:51:21,2001:0558:4042:0046:AA9F:ECFF:FEFC:30E5,A8:9F:EC:FC:30:E5,Italian_Market,0,239257,286621,111741,96848,92174,30147,15364,0,978,754,11982,37600,39613,10946,12087,0,0,0,0,1805,2823,1881,1711,1289617,551533,620913,362416,596971,2768906,4638088,3973411,537232,22,225666,35978,41141,1182595,27639,11807,8105,9491,114384,108945,42516,26784,18501,7990,6810,11747,441,257,179,243,107,5800,3581,1112,389482,406203,274361,378985,680358,4991872,3074694,6013534,66693,47
2020-03-01 06:51:41,2001:0558:4042:0083:AA9F:ECFF:FEFC:270D,A8:9F:EC:FC:27:0D,South_St_Zone_2,109,46439,71881,47070,56131,39066,18160,39281,0,818,1164,22252,46775,69796,37915,50566,0,0,0,0,372,149,93,167,3332218,308705,364356,287878,453674,515213,234505,182547,204772,6114,283880,149493,162502,21947446,165596,59574,28941,11397,59510,59604,56437,33287,15867,2122,638,301,2283,1048,543,150,82,4,0,,307595,296416,179645,156924,160851,126424,91126,44331,14514,9844
2020-03-01 06:52:06,2001:0558:4042:0039:AA9F:ECFF:FEDA:B26D,A8:9F:EC:DA:B2:6D,South_St_Zone_2,0,191888,280494,126073,103366,95952,43754,78965,0,1,2,8106,17585,17190,6541,9149,0,0,0,0,12,27,5,7,10328294,3722689,4674425,1588990,1313847,1301731,698715,671077,525324,,325632,252544,344430,239925,195323,59555,25842,30514,49823,129925,77973,34358,12951,1397,1007,1458,206,101,53,30,58,2,0,0,1637500,2665723,1238222,614788,587930,357766,252856,210848,87581,61
2020-03-01 06:52:15,2001:0558:4042:004A:AA9F:ECFF:FEDA:C419,A8:9F:EC:DA:C4:19,Fishtown,0,7552,11249,4471,3397,1806,819,1466,0,2126,3500,2541,3162,3212,749,1131,0,0,0,0,306,1,2,1,763584,147892,214711,165284,251126,312224,191882,159094,140807,46867,39617,8950,7122,259031,2881,1142,1121,1752,6182,3806,2502,2261,1058,214,158,97,2,2,0,0,0,0,0,0,148047,225865,183602,142112,125272,90094,54414,30101,7037,6310
2020-03-01 06:52:34,2001:0558:4042:004A:AA9F:ECFF:FEDA:C41D,A8:9F:EC:DA:C4:1D,Fishtown,0,41187,62754,36482,38907,35498,20227,71471,0,388,370,10440,18623,32329,22134,96537,0,0,0,0,303,390,513,340,2660094,1142535,1312205,967386,1513302,1850964,1390087,1188807,857597,,138100,106989,143818,152931,171486,59280,22135,21632,47151,63332,94936,72414,43645,5623,2429,2034,986,880,746,176,24,50,6,3,877630,1254689,749113,821318,979318,563663,397811,223898,71890,6358
2020-03-01 06:53:04,2001:0558:4042:0060:AA9F:ECFF:FEDA:9021,A8:9F:EC:DA:90:21,Northern_Liberties,0,124337,213500,128320,184633,379197,246380,479287,0,16007,27240,31940,59986,86569,18397,27634,0,0,0,0,35773,10828,2532,570,2720193,777670,859127,563610,834537,941741,396279,260385,215072,7110,175515,213203,250021,950631,160734,40514,29210,63709,60153,55076,43682,33849,22208,2800,1360,1216,11049,8068,4203,317,76,0,0,0,517129,623102,480474,258436,227259,147731,103725,63460,14778,11270
2020-03-01 06:53:14,2001:0558:4042:004A:AA9F:ECFF:FEDA:C421,A8:9F:EC:DA:C4:21,Fishtown,0,17429,21181,10639,13608,38432,10318,754380,0,1,0,4161,6194,11785,10299,18257,0,0,0,0,2,5,25,150,1853748,845728,755357,397560,857513,889178,756627,1036357,775455,1872,153797,440512,230644,527326,25291,5052,3688,575,13872,15562,7239,15660,7659,1948,334,73,8,38,78,159,266,16,1,0,717591,1372201,809455,494072,413008,330062,311739,168535,100160,8502
2020-03-01 06:53:36,2001:0558:4042:0046:AA9F:ECFF:FEFC:2755,A8:9F:EC:FC:27:55,South_St_Zone_1,0,200689,327819,222925,278453,245732,140851,385544,0,2093,2323,96262,183208,329170,214871,486483,0,0,0,0,3605,2350,1230,676,11703315,2197977,2672317,2489694,4154578,5697254,3511771,2553568,1908,,523400,432747,685581,23248156,814621,342895,160239,184660,208422,284728,414787,492971,528057,96645,48189,51904,8514,6074,5698,1868,1044,194,51,,2319183,3979464,2907365,1987239,1642577,1003200,547766,310071,102295,
2020-03-01 06:53:44,2001:0558:4042:0080:AA9F:ECFF:FEDA:9041,A8:9F:EC:DA:90:41,Northern_Liberties,4098,1166080,1645257,790182,944858,1089999,425473,236099,0,368755,505589,376641,840470,1402654,301687,497456,0,0,0,0,46027,986,35,,19293268,4228080,5046603,2881318,4581029,5176661,2604207,2834563,1133,,2106510,1754653,3017869,2812325,2991384,1124014,540071,406720,687558,1054473,1181866,994616,815042,171201,88973,97940,97019,113803,143216,89728,68340,4322,376,,2651653,4689542,3454577,2858569,2026047,1222997,833950,446531,141545,
2020-03-01 06:54:10,2001:0558:4042:0072:AA9F:ECFF:FEFC:27E5,A8:9F:EC:FC:27:E5,Chestnut_Hill,0,4982,9758,4595,5533,5212,1772,946,0,39,22,678,2129,2640,834,1050,0,0,0,0,9,0,0,0,173300,66879,90821,105063,64881,55361,42322,30536,11524,12758,11662,8371,12290,15920,9553,1358,477,443,2406,1695,1555,454,165,1,3,13,17,0,0,0,0,0,0,0,79672,76822,60766,35581,27605,12813,8307,5629,2470,1447
2020-03-01 06:54:31,2001:0558:4042:0093:FA2D:C0FF:FEBF:9529,F8:2D:C0:BF:95:29,New_Hope,0,274606,410873,337418,350762,206825,113367,290759,0,3457,3687,130019,269424,330270,188202,399242,0,0,0,0,2893,2398,1413,1470,3995382,972033,1160197,732791,1123940,1294286,884562,730430,531521,37,429124,400293,624467,1432000,789120,365406,224776,333389,167595,293232,482050,604929,694578,178880,121783,226620,2854,2879,2824,2324,2984,1208,646,208,716999,987961,531203,685560,833472,364992,412275,400905,138758,165613
2020-03-01 06:54:53,2001:0558:4042:004A:AA9F:ECFF:FEDA:C451,A8:9F:EC:DA:C4:51,Fishtown,0,453911,230246,119586,146298,48024,34266,141991,0,54071,124758,150482,233162,515319,516909,1917514,0,0,0,0,654,166,35,28,2050663,502813,648269,363914,4086272,1423793,1455928,1731290,721014,,648409,556943,462888,7035613,425896,199229,176597,275580,158483,213879,357941,475542,778305,307345,290227,430366,2763,3335,2179,405,409,108,35,0,328059,298060,342368,864517,4349677,622859,746500,398723,65064,112
2020-03-01 06:54:58,2001:0558:4042:000C:AA9F:ECFF:FEDA:B37D,A8:9F:EC:DA:B3:7D,South_St_Zone_2,11,209032,298451,210801,232170,239787,124766,252669,0,692,935,44619,88124,84990,47829,105125,0,0,0,0,870,454,266,133,18772931,6973310,7874570,4570365,5267409,7471641,6529809,7888616,2094,,512603,373734,574624,621691,595859,261073,149333,109264,84706,112678,113496,119338,91791,19790,5374,2733,576,873,763,194,62,1,1,2,4958503,7149771,5653240,4110064,2331148,1102715,742007,492556,111352,
2020-03-01 06:55:23,2001:0558:4042:0060:AA9F:ECFF:FEDA:9091,A8:9F:EC:DA:90:91,Northern_Liberties,0,137239,246506,193333,261488,317427,177022,277755,0,3085,4421,61489,136566,170465,106088,299055,0,0,0,0,4678,1626,742,1075,1630821,471392,644308,475915,911965,899153,726971,754835,1129460,1,221029,246349,377701,3484947,545761,279436,231872,317619,71124,107245,150352,215738,301603,136428,88955,71071,10149,8787,10463,3214,1602,657,342,2175,352556,334751,396404,513562,776069,382270,489748,971439,426261,1405
2020-03-01 06:55:28,2001:0558:4042:0039:AA9F:ECFF:FEFC:28D9,A8:9F:EC:FC:28:D9,South_St_Zone_1,0,872,1810,1282,2667,163,74,120,0,0,0,1131,1115,963,485,1464,0,0,0,0,0,0,0,0,100837,36400,35031,17148,21619,28112,19145,18483,9564,2667,2107,1933,2939,10797,4083,1437,605,446,671,931,655,564,270,8,3,7,0,0,0,0,0,0,0,0,17564,24878,17481,8933,8472,4891,3895,2365,1026,994
2020-03-01 06:56:00,2001:0558:4042:000C:AA9F:ECFF:FEFC:2911,A8:9F:EC:FC:29:11,South_St_Zone_2,0,28294,42432,22545,23706,20135,11388,28205,0,17,80,5890,7658,9573,5380,12467,0,0,0,0,497,288,148,23,4274512,1153877,1106857,702164,770176,911739,430814,287345,170366,37,79875,52761,69609,1095662,35225,11992,4697,3677,14679,17089,11428,12554,5290,754,339,335,1125,1155,920,325,47,0,0,0,788495,956053,440710,224005,171094,91770,56287,59323,23705,15245
